px,py
-2091.05,1981.31
-2089.43,1979.33
-2087.81,1977.35
-2086.18,1975.38
-2084.54,1973.42
-2082.9,1971.48
-2081.24,1969.56
-2079.58,1967.64
-2077.9,1965.75
-2076.22,1963.86
-2074.53,1961.99
-2072.83,1960.14
-2071.12,1958.29
-2069.4,1956.46
-2067.67,1954.64
-2065.93,1952.84
-2063.86,1951.06
-2061.59,1950.49
-2059.33,1949.91
-2057.06,1949.33
-2054.8,1948.74
-2052.53,1948.14
-2050.27,1947.55
-2048,1946.94
-2045.74,1946.33
-2043.47,1945.71
-2041.2,1945.09
-2038.94,1944.47
-2036.67,1943.83
-2034.39,1943.19
-2032.12,1942.55
-2029.84,1941.9
-2027.56,1941.24
-2025.28,1940.58
-2023,1939.91
-2020.71,1939.23
-2018.42,1938.55
-2016.13,1937.87
-2013.83,1937.17
-2011.53,1936.47
-2009.22,1935.77
-2006.91,1935.06
-2004.6,1934.34
-2002.28,1933.61
-1999.95,1932.88
-1997.62,1932.15
-1995.28,1931.41
-1992.94,1930.66
-1990.59,1929.91
-1988.23,1929.15
-1985.87,1928.39
-1983.5,1927.61
-1981.12,1926.83
-1978.74,1926.05
-1976.35,1925.26
-1973.95,1924.46
-1971.54,1923.66
-1969.13,1922.85
-1966.7,1922.03
-1964.27,1921.21
-1961.83,1920.38
-1959.38,1919.54
-1956.91,1918.7
-1954.33,1917.56
-1951.74,1916.41
-1949.14,1915.26
-1946.55,1914.1
-1943.95,1912.95
-1941.35,1911.78
-1938.74,1910.61
-1936.13,1909.44
-1933.52,1908.26
-1930.92,1907.08
-1928.31,1905.9
-1925.7,1904.71
-1923.09,1903.51
-1920.47,1902.31
-1917.84,1901.11
-1915.22,1899.9
-1912.59,1898.68
-1911.3,1898.88
-1910.03,1899.08
-1908.75,1899.3
-1907.64,1900.21
-1906.54,1901.13
-1905.47,1902.07
-1904.41,1903.03
-1903.37,1904
-1902.34,1904.98
-1901.33,1905.98
-1900.34,1906.99
-1899.37,1908.02
-1898.42,1909.05
-1897.48,1910.1
-1896.55,1911.16
-1895.65,1912.24
-1894.76,1913.32
-1893.89,1914.42
-1893.03,1915.53
-1892.19,1916.64
-1891.37,1917.77
-1890.5,1919.04
-1889.66,1920.31
-1888.82,1921.6
-1888.01,1922.89
-1887.21,1924.19
-1886.42,1925.49
-1885.66,1926.81
-1884.9,1928.12
-1884.17,1929.45
-1883.45,1930.77
-1882.74,1932.11
-1882.05,1933.44
-1881.38,1934.78
-1880.71,1936.12
-1880.07,1937.46
-1879.43,1938.81
-1878.81,1940.15
-1878.2,1941.5
-1877.6,1942.85
-1877.02,1944.19
-1876.45,1945.54
-1875.89,1946.88
-1875.34,1948.22
-1874.8,1949.56
-1874.27,1950.89
-1873.75,1952.22
-1873.23,1953.55
-1872.73,1954.87
-1872.24,1956.19
-1871.59,1957.71
-1870.96,1959.23
-1870.32,1960.75
-1869.7,1962.27
-1869.08,1963.78
-1868.46,1965.3
-7082.44,1966.82
-7081.84,1968.33
-7081.23,1969.84
-7080.63,1971.34
-7080.03,1972.84
-7079.43,1974.34
-7078.83,1975.83
-7078.23,1977.31
-7077.63,1978.79
-7077.04,1980.26
-7076.43,1981.73
-7075.83,1983.18
-7075.23,1984.63
-7074.62,1986.07
-7074,1987.5
-7073.39,1988.92
-7072.76,1990.34
-7072.14,1991.74
-7071.5,1993.13
-7070.86,1994.51
-7070.21,1995.88
-7069.56,1997.23
-7068.89,1998.58
-7068.22,1999.91
-7067.54,2001.23
-7066.84,2002.53
-7066.14,2003.82
-7065.42,2005.1
-7064.7,2006.36
-7063.96,2007.61
-7063.21,2008.85
-7062.45,2010.06
-7061.68,2011.27
-7060.96,2012.34
-7060.22,2013.39
-7059.47,2014.42
-7058.71,2015.44
-7057.93,2016.44
-7057.14,2017.42
-7056.33,2018.38
-7055.5,2019.32
-7054.66,2020.24
-7053.8,2021.15
-7052.93,2022.03
-7052.03,2022.89
-7051.12,2023.74
-7050.19,2024.56
-7049.25,2025.36
-7048.28,2026.14
-7047.3,2026.9
-7046.29,2027.63
-7045.27,2028.35
-7044.23,2029.04
-7043.17,2029.7
-7042.09,2030.35
-7041,2030.97
-7039.88,2031.57
-7038.74,2032.14
-7037.59,2032.69
-7036.41,2033.21
-7035.22,2033.71
-7034.01,2034.18
-7032.78,2034.63
-7031.53,2035.05
-7030.26,2035.44
-7028.97,2035.81
-7027.66,2036.16
-7026.33,2036.48
-7024.99,2036.77
-7023.63,2037.03
-7022.22,2037.46
-7020.8,2037.87
-7021.34,2038.6
-7021.89,2039.31
-7022.43,2040.03
-2098.88,2040.74
-2099.42,2041.45
-2099.95,2042.15
-2100.49,2042.85
-2101.03,2043.55
-2101.56,2044.24
-2102.09,2044.93
-2102.62,2045.63
-2103.15,2046.32
-2103.68,2047.01
-2104.21,2047.69
-2104.74,2048.37
-2105.26,2049.05
-2105.79,2049.73
-2106.31,2050.4
-2106.83,2051.07
-2107.35,2051.74
-2107.87,2052.41
-2108.38,2053.07
-2108.9,2053.73
-2109.41,2054.39
-2109.92,2055.05
-2110.43,2055.71
-2110.94,2056.36
-2111.45,2057.01
-2111.96,2057.66
-2112.47,2058.31
-2112.97,2058.95
-2113.48,2059.6
-2113.98,2060.24
-2114.49,2060.88
-2114.99,2061.52
-2115.49,2062.16
-2115.99,2062.8
-2116.49,2063.43
-2116.99,2064.07
-2117.49,2064.7
-2117.99,2065.33
-2118.49,2065.96
-2118.99,2066.59
-2119.48,2067.22
-2119.98,2067.85
-2120.48,2068.48
-2120.98,2069.1
-2121.47,2069.73
-2121.97,2070.35
-2122.47,2070.97
-2122.96,2071.6
-2123.46,2072.22
-2123.96,2072.84
-2124.46,2073.46
-2124.95,2074.08
-2125.45,2074.7
-2125.95,2075.32
-2126.45,2075.93
-2126.95,2076.55
-2127.45,2077.17
-2127.95,2077.78
-2128.45,2078.4
-2128.95,2079.01
-2129.45,2079.63
-2129.95,2080.24
-2130.46,2080.86
-2130.96,2081.47
-2131.47,2082.08
-2131.97,2082.69
-2132.48,2083.3
-2132.99,2083.92
-2133.4,2084.14
-2133.82,2084.36
-2134.23,2084.58
-2134.64,2084.81
-2135.06,2085.04
-2135.47,2085.28
-2135.9,2085.55
-2136.32,2085.82
-2136.75,2086.09
-2137.17,2086.37
-2137.6,2086.65
-2138.03,2086.94
-2138.46,2087.22
-2138.89,2087.51
-2139.32,2087.81
-2139.52,2087.92
-2139.74,2088.03
-2139.95,2088.15
-2140.17,2088.27
-2140.39,2088.4
-2140.62,2088.53
-2140.85,2088.67
-2141.08,2088.82
-2141.31,2088.97
-2141.55,2089.12
-2141.8,2089.29
-2142.21,2089.63
-2142.63,2089.97
-2143.05,2090.32
-2143.47,2090.68
-2143.89,2091.04
-2144.32,2091.4
-2144.75,2091.76
-2145.19,2092.14
-2145.62,2092.51
-2146.06,2092.89
-2146.51,2093.28
-2146.95,2093.67
-2147.4,2094.06
-2147.85,2094.46
-2148.31,2094.86
-2148.76,2095.27
-2149.22,2095.69
-2149.69,2096.1
-2150.15,2096.53
-2150.62,2096.96
-2151.09,2097.39
-2151.56,2097.83
-2152.03,2098.28
-2152.51,2098.73
-2152.99,2099.18
-2153.47,2099.64
-2153.95,2100.11
-2154.43,2100.58
-2154.92,2101.06
-2155.41,2101.54
-2155.9,2102.03
-2156.39,2102.53
-2156.88,2103.03
-2157.37,2103.54
-2157.87,2104.05
-2158.37,2104.57
-2158.87,2105.1
-2159.37,2105.63
-2159.9,2106.13
-2160.44,2106.63
-2160.98,2107.13
-2161.52,2107.65
-2162.06,2108.16
-2162.6,2108.69
-2163.15,2109.22
-2163.69,2109.76
-2164.23,2110.31
-2164.78,2110.86
-2165.33,2111.42
-2165.87,2111.99
-2166.42,2112.56
-2166.96,2113.15
-2167.51,2113.73
-2168.06,2114.33
-2168.6,2114.94
-2169.15,2115.55
-2169.69,2116.17
-2170.24,2116.8
-2170.78,2117.43
-2171.33,2118.08
-2171.87,2118.73
-2172.41,2119.39
-2172.96,2120.06
-2173.5,2120.74
-2174.04,2121.43
-2174.57,2122.12
-2175.11,2122.83
-2175.65,2123.54
-2176.18,2124.26
-2176.71,2124.99
-2177.24,2125.73
-2177.77,2126.48
-2178.3,2127.24
-2178.82,2128.01
-2179.34,2128.79
-2179.86,2129.58
-2180.38,2130.37
-2180.89,2131.18
-2181.4,2132
-2181.91,2132.83
-2182.41,2133.66
-2182.92,2134.51
-2183.41,2135.37
-2183.91,2136.24
-2184.4,2137.12
-2184.89,2138.01
-2185.37,2138.91
-2185.85,2139.82
-2186.33,2140.74
-2186.75,2141.67
-2187.16,2142.61
-2187.63,2143.61
-2188.09,2144.61
-2187.92,2145.41
-2187.75,2146.22
-2187.58,2147.04
-2187.67,2147.56
-2187.76,2148.1
-2187.83,2148.95
-2187.91,2149.81
-2187.98,2150.7
-2188.07,2151.6
-2188.15,2152.52
-2188.23,2153.46
-2188.32,2154.42
-2188.41,2155.39
-2188.5,2156.39
-2188.59,2157.4
-2188.68,2158.44
-2188.77,2159.5
-2188.87,2160.57
-2188.96,2161.67
-2189.05,2162.78
-2189.14,2163.91
-2189.24,2165.06
-2189.33,2166.23
-2189.45,2167.44
-2189.56,2168.67
-2189.67,2169.92
-2189.78,2171.19
-2189.89,2172.47
-2190,2173.77
-2190.11,2175.09
-2190.21,2176.43
-2190.31,2177.79
-2190.41,2179.17
-2190.5,2180.56
-2190.6,2181.97
-2190.69,2183.4
-2190.77,2184.85
-2190.86,2186.32
-2190.94,2187.81
-2191.01,2189.32
-2191.09,2190.85
-2191.16,2192.39
-2191.22,2193.96
-2191.28,2195.54
-2191.34,2197.15
-2191.39,2198.78
-2191.44,2200.42
-2191.48,2202.09
-2191.52,2203.77
-2191.56,2205.48
-2191.58,2207.21
-2191.61,2208.95
-2191.63,2210.72
-2191.64,2212.51
-2191.65,2214.32
-2191.65,2216.15
-2191.64,2218
-2191.63,2219.88
-2191.62,2221.77
-2191.59,2223.69
-2191.57,2225.63
-2191.53,2227.59
-2191.49,2229.57
-2191.44,2231.57
-2191.38,2233.6
-2191.32,2235.65
-2191.38,2236.49
-2191.43,2237.36
-2191.48,2238.25
-2191.54,2239.17
-2191.59,2240.12
-2191.64,2241.1
-2191.69,2242.1
-2191.73,2243.13
-2191.78,2244.18
-2191.82,2245.27
-2191.86,2246.38
-2191.9,2247.52
-2191.93,2248.69
-2191.96,2249.89
-2191.99,2251.12
-2192.01,2252.37
-2192.03,2253.66
-2192.04,2254.97
-2192.05,2256.32
-2192.06,2257.69
-2192.05,2259.1
-2192.05,2260.54
-2192.04,2262
-2192.02,2263.5
-2191.99,2265.02
-2191.96,2266.58
-2191.92,2268.17
-2191.87,2269.79
-2191.81,2271.44
-2191.75,2273.12
-2191.68,2274.84
-2191.59,2276.58
-2191.5,2278.36
-2191.4,2280.17
-2191.28,2282
-2191.16,2283.87
-2191.02,2285.77
-2190.87,2287.71
-2190.71,2289.67
-2190.53,2291.66
-2190.34,2293.69
-2190.14,2295.75
-2189.92,2297.83
-2191.11,2297.55
-2192.3,2297.27
-2193.51,2297.01
-2194.73,2296.75
-2195.95,2296.51
-2197.19,2296.28
-2198.44,2296.06
-2199.38,2295.7
-2200.32,2295.35
-2201.26,2295
-2202.2,2294.67
-2203.15,2294.34
-2204.09,2294.02
-2205.03,2293.71
-2205.98,2293.41
-2206.92,2293.12
-2207.86,2292.83
-2208.81,2292.56
-2209.75,2292.29
-2210.69,2292.03
-2211.63,2291.78
-2212.56,2291.54
-2213.31,2291.43
-2214.05,2291.33
-2214.79,2291.24
-2215.52,2291.16
-2216.25,2291.09
-2216.97,2291.03
-2217.69,2290.98
-2218.4,2290.94
-2219.11,2290.9
-2219.81,2290.88
-2220.5,2290.87
-2221.18,2290.87
-2221.86,2290.88
-2222.53,2290.9
-2223.19,2290.93
-2223.84,2290.97
-2224.49,2291.02
-2225.13,2291.08
-2225.75,2291.15
-2226.37,2291.23
-2226.93,2291.1
-2227.48,2290.98
-2228.02,2290.87
-2228.54,2290.78
-2229.06,2290.69
354.927,2290.62
354.434,2290.56
353.87,2289.82
353.322,2289.1
352.791,2288.4
4230.38,2287.72
4229.88,2287.04
4229.37,2286.35
4228.87,2285.68
4228.4,2285.02
4227.94,2284.38
4227.5,2283.75
4227.08,2283.14
4226.68,2282.54
4226.3,2281.96
4225.94,2281.4
4225.61,2280.85
4225.29,2280.32
4224.99,2279.8
4224.72,2279.3
4224.47,2278.81
4224.24,2278.34
4224.03,2277.89
4223.85,2277.45
4223.69,2277.03
4223.55,2276.62
4223.44,2276.23
4223.35,2275.85
4223.29,2275.49
4223.25,2275.15
4223.24,2274.82
4223.26,2274.5
4223.3,2274.2
4223.37,2273.92
4223.46,2273.65
4223.58,2273.4
4223.73,2273.16
4223.91,2272.93
4224.12,2272.72
4224.35,2272.53
4224.61,2272.35
4224.91,2272.19
4225.23,2272.04
4225.58,2271.9
4225.97,2271.79
4226.38,2271.68
4226.82,2271.59
4227.3,2271.52
4227.81,2271.46
4228.35,2271.41
4228.92,2271.38
4229.52,2271.36
4230.16,2271.36
4230.83,2271.37
4231.54,2271.4
4232.27,2271.44
4233.05,2271.49
4234.11,2272.08
4235.2,2272.69
4236.33,2273.31
4237.48,2273.94
4238.66,2274.59
4239.87,2275.26
4241.12,2275.94
4242.39,2276.64
4243.7,2277.35
4245.04,2278.08
4246.41,2278.82
4247.81,2279.58
4249.25,2280.35
4250.72,2281.14
4252.22,2281.94
4253.75,2282.75
4255.32,2283.58
4256.92,2284.43
4258.55,2285.28
4260.22,2286.15
4261.93,2287.04
4263.67,2287.93
4265.44,2288.84
4267.25,2289.77
4269.09,2290.7
4270.97,2291.65
4272.89,2292.61
4274.84,2293.58
4276.83,2294.57
4278.86,2295.56
4280.92,2296.57
4283.02,2297.59
4285.15,2298.62
4287.32,2299.66
4289.54,2300.7
4291.78,2301.76
4294.07,2302.83
4296.39,2303.91
4298.25,2304.43
4300.14,2304.94
4302.07,2305.46
4303.56,2305.4
4305.08,2305.34
4306.64,2305.26
4308.23,2305.17
4309.87,2305.08
4311.54,2304.97
4313.25,2304.85
4315,2304.72
4316.79,2304.58
4318.62,2304.42
4320.49,2304.25
4322.41,2304.06
4324.36,2303.86
4326.35,2303.64
4328.38,2303.4
4330.46,2303.14
4332.58,2302.87
4334.74,2302.57
4334.2,2302.57
4333.66,2302.57
4333.12,2302.56
4332.59,2302.55
4332.05,2302.54
4331.52,2302.52
4330.99,2302.5
4330.66,2302.42
4330.33,2302.34
4330,2302.26
4329.67,2302.17
4329.33,2302.08
4329,2301.98
4328.66,2301.88
4328.32,2301.78
4327.97,2301.68
4327.63,2301.57
4327.28,2301.45
4326.93,2301.34
4326.58,2301.22
4326.29,2301.12
4326,2301.03
4325.71,2300.93
4325.42,2300.82
4325.12,2300.71
4324.83,2300.6
4324.54,2300.49
4324.25,2300.37
4323.96,2300.25
4323.67,2300.13
4323.38,2300
4323.09,2299.88
4322.8,2299.74
4322.51,2299.61
4322.22,2299.47
4321.94,2299.33
4321.65,2299.19
4321.37,2299.05
4321.09,2298.9
4320.8,2298.75
4320.52,2298.6
4320.24,2298.45
4319.97,2298.29
4319.69,2298.14
4319.41,2297.98
4319.14,2297.82
4318.87,2297.66
4318.6,2297.49
4318.33,2297.33
4318.06,2297.17
4317.79,2297
4317.53,2296.83
4317.26,2296.66
4317,2296.49
4316.74,2296.32
4316.48,2296.15
4316.23,2295.98
4316.11,2296.85
4315.98,2297.71
4315.84,2298.57
4315.7,2299.44
4315.55,2300.3
4315.39,2301.17
4315.22,2302.03
4315.05,2302.9
4314.87,2303.77
4314.68,2304.64
4314.48,2305.51
4314.27,2306.38
4314.06,2307.25
4313.83,2308.12
4313.6,2308.99
4313.36,2309.86
4313.12,2310.73
4312.86,2311.6
4312.6,2312.47
4312.32,2313.34
4312.04,2314.21
4311.75,2315.08
4311.45,2315.95
4311.15,2316.82
4310.83,2317.68
4310.51,2318.55
4310.17,2319.41
4309.83,2320.28
4309.48,2321.14
4309.12,2322
4308.75,2322.86
4308.37,2323.72
4307.98,2324.57
4307.58,2325.42
4307.18,2326.27
4306.76,2327.12
4306.34,2327.97
4305.9,2328.81
4305.46,2329.65
4305,2330.49
4304.54,2331.33
4304.07,2332.16
4303.59,2332.99
4303.1,2333.81
4302.68,2333.97
4302.24,2334.12
4301.8,2334.27
4301.34,2334.43
4300.86,2334.58
4300.38,2334.73
4299.88,2334.87
4299.37,2335.02
4298.84,2335.16
4298.31,2335.3
4297.76,2335.44
4297.19,2335.58
4296.62,2335.72
4296.03,2335.85
4295.43,2335.98
4294.81,2336.1
4294.19,-1487.17
4293.55,-1487.05
4292.9,-1486.93
4292.23,-1486.82
4291.55,-1486.71
4290.86,-1486.61
4290.16,-1486.51
4289.45,-1486.41
4288.72,-1486.32
4287.98,-1486.24
4287.23,-1486.16
4286.47,-1486.08
4285.69,-1486.01
4284.91,-1485.95
4284.11,-1485.89
4283.3,-1485.84
4282.48,-1485.8
4281.64,-1485.76
4280.8,-1485.73
4279.94,-1485.71
4279.08,-1485.7
4278.2,-1485.69
4277.31,-1485.69
4276.41,-1485.7
4275.5,-1485.72
4274.58,-1485.74
4273.65,-1485.78
4272.71,-1485.83
4271.76,-1485.88
4270.8,-1485.95
4269.83,-1486.02
4268.97,-1486.03
4268.09,-1486.04
4265.24,-1486.5
4262.35,-1486.95
4259.41,-1487.39
4256.42,-1487.82
4253.39,-4743.41
4250.32,-4743.81
4247.21,-4744.19
4244.06,-4744.55
4240.87,-4744.88
4237.63,-4745.18
4234.36,-4745.44
4231.05,-4745.68
4227.71,-4745.89
4224.33,-4746.07
4220.93,-4746.22
4217.49,-4746.33
4214.03,-4746.4
4210.54,-4746.43
4207.03,-4746.42
4203.5,-4746.37
4199.95,-4746.28
4196.39,-4746.14
4192.81,-4745.95
6390.43,-4745.72
6386.83,-4745.44
6383.24,-4745.1
6379.64,-4744.72
6376.05,-4744.28
6372.46,-4743.79
6368.88,-4743.25
6365.32,-4742.66
6361.77,-4742.01
6358.24,-4741.31
6354.79,-4740.21
6351.38,-4739.07
6347.99,-4737.88
6344.64,-4736.65
6341.32,-4735.37
6338.05,-4734.05
6334.82,-4732.7
6331.64,-4731.31
6328.51,-4729.88
6325.43,-4728.41
6322.4,-4726.91
6319.42,-4725.39
6316.49,-4723.84
6313.62,-4722.26
6310.81,-4720.66
6308.07,-4719.04
6305.39,-4717.41
6302.77,-4715.76
6300.22,-4714.1
6297.73,-4712.42
6295.31,-4710.75
6292.95,-4709.07
6290.66,-4707.38
6288.44,-4705.7
6286.28,-4704.02
6284.19,-4702.34
6282.16,-4700.68
6280.2,-4699.02
6278.3,-4697.37
6276.47,-4695.73
6274.7,-4694.1
6271.92,-4691.81
6269.19,-4689.52
6266.5,-4687.26
6263.86,-4685.02
6261.26,-4682.8
6258.7,-4680.6
6256.19,-4678.42
6253.72,-4676.27
6251.29,-4674.14
6248.89,-4672.04
6246.49,-4669.99
6244.12,-4667.97
6241.79,-4665.97
6239.5,-4663.99
6237.25,-4662.05
6235.03,-4660.13
6232.84,-4658.23
6230.69,-4656.37
6228.57,-4654.52
6226.49,-4652.71
6224.43,-4650.92
6222.4,-4649.16
6220.4,-4647.43
6218.43,-4645.72
6216.48,-4644.04
6214.56,-4642.38
6212.67,-4640.74
6210.9,-4639.18
6209.16,-4637.63
6207.44,-4636.11
6205.74,-4634.61
6204.05,-4633.14
6202.39,-4631.68
6200.78,-4631.54
6199.17,-4631.39
6197.56,-4631.24
6195.96,-4631.08
6194.36,-4630.91
6192.77,-4630.73
6191.18,-4630.54
6189.6,-4630.34
6188.05,-4630.1
6186.5,-4629.85
6184.95,-4629.58
6184.94,-4628.49
6184.92,-4627.38
6184.89,-4626.26
6184.85,-4625.12
6184.8,-4623.96
6184.74,-4622.79
6184.67,-4621.61
6184.58,-4620.4
6184.48,-4619.18
6183.04,-4618.81
6181.61,-4618.41
6180.18,-4618.01
6178.74,-4617.58
6177.32,-4617.15
6175.89,-4616.69
6174.46,-4616.23
6173.15,-4615.8
6171.84,-4615.36
6170.53,-4614.91
6169.23,-4614.44
6167.93,-4613.95
6166.64,-4613.45
6165.34,-4612.93
6164.05,-4612.39
6162.76,-4611.84
6161.48,-4611.27
6160.2,-4610.68
6158.91,-4610.08
6157.63,-4609.46
6156.36,-4608.81
6155.08,-4608.16
6153.8,-4607.48
6152.53,-4606.78
6151.25,-4606.07
6149.98,-4605.33
6148.7,-4604.58
6147.43,-4603.8
6146.16,-6778.96
6145.24,-6778.41
6144.33,-6777.85
6143.43,-6777.27
6142.53,-6776.67
6141.65,-6776.06
6140.76,-6775.43
6139.88,-6774.78
6139.01,-6774.12
6138.15,-6773.44
6137.28,-6772.74
6136.43,-6772.02
6135.58,-6771.29
6134.73,-6770.54
6133.89,-6769.78
6133.05,-6768.99
6132.22,-6768.19
6131.39,-6767.37
6130.56,-6766.54
6129.74,-10712.9
6128.92,-10712.1
6128.11,-10711.2
6127.29,-10710.3
6126.48,-10709.4
6125.68,-10708.4
6124.87,-10707.5
6124.07,-10706.5
6123.27,-10705.5
6122.47,-10704.5
6121.68,-10703.5
6120.88,-10702.4
6120.09,-10701.4
6119.3,-10700.3
6118.51,-10699.2
6117.72,-10698.1
6116.93,-10697
6116.14,-10695.8
6115.35,-10694.7
6114.56,-10693.5
6113.77,-10692.3
6112.98,-10691.1
6112.18,-10689.9
6111.39,-10688.6
6110.6,-10687.4
6109.78,-10686.1
6108.97,-10684.9
6108.15,-10683.6
6107.33,-10682.3
6106.51,-10681
6105.68,-10679.7
6104.86,-10678.3
6104.03,-10677
6103.2,-10675.6
6102.06,-10674.3
6100.92,-10673
6099.78,-10671.6
6098.63,-10670.3
6097.47,-10668.9
6096.31,-10667.5
6095.14,-10666.1
6093.97,-10664.7
6092.79,-10663.3
6091.61,-10661.8
6090.42,-10660.4
6089.23,-10658.9
6088.02,-10657.4
6086.81,-10655.9
6085.6,-10654.5
6084.38,-10652.9
6083.15,-10651.4
6081.91,-10649.9
6080.22,-10648.2
6078.53,-10646.5
6076.84,-10644.8
6075.14,-10643.1
6073.44,-10641.4
6071.73,-10639.6
6070.02,-10637.9
6068.31,-10636.2
6066.59,-10634.4
6064.87,-10632.7
6063.14,-10630.9
6061.41,-10629.2
6059.68,-10627.4
6057.94,-10625.6
6056.19,-10623.9
6054.44,-10622.1
6052.69,-10620.3
6050.93,-10618.5
6049.17,-10616.8
6047.4,-10615
6045.63,-10613.2
6043.85,-10611.4
6042.07,-10609.6
6040.28,-10607.8
6038.49,-10606
6036.69,-10604.2
6034.89,-10602.4
6033.08,-10600.6
6031.26,-10598.9
6029.45,-10597.1
6027.62,-10595.3
6025.79,-10593.5
6023.96,-10591.7
6022.12,-10589.9
6020.27,-10588.1
6018.42,-10586.3
6016.57,-10584.5
6014.71,-10582.7
6012.84,-10581
6010.97,-10579.2
6009.1,-10577.4
6007.22,-10575.7
6005.33,-10573.9
6003.44,-10572.1
6001.55,-10570.4
5999.65,-10568.6
5997.74,-10566.9
5995.83,-10565.1
5993.92,-10563.4
5992,-10561.7
5990.08,-10559.9
5988.16,-10558.2
5986.22,-10556.5
5984.29,-10554.8
5982.35,-10553.1
5980.41,-10551.4
5978.47,-10549.7
5976.52,-10548.1
5974.57,-10546.4
5972.61,-10544.7
5970.65,-10543.1
5968.69,-10541.4
5966.73,-10539.8
5964.76,-10538.2
5962.8,-10536.6
5960.83,-10535
5958.85,-10533.4
5956.88,-10531.8
5954.91,-10530.2
5952.93,-10528.7
5950.95,-10527.1
5948.97,-10525.6
5946.99,-10524.1
5945.01,-10522.5
7278.65,-10521
7276.67,-10519.5
7274.69,-10518.1
7272.71,-10516.6
7270.73,-10515.1
7268.75,-10513.7
7266.77,-10512.3
7264.81,-10510.9
7262.85,-10509.6
7260.89,-10508.4
7258.93,-10507.1
7256.98,-10505.8
7255.03,-10504.6
7253.09,-10503.4
7251.14,-10502.2
7249.2,-10501
7247.27,-10499.8
7245.34,-10498.6
7243.41,-10497.5
7241.49,-10496.4
7239.57,-10495.2
7237.66,-10494.2
7235.75,-10493.1
7233.85,-10492
7231.96,-10491
7230.07,-10489.9
7228.19,-10488.9
7226.31,-10487.9
7224.44,-10486.9
7222.58,-10486
7220.72,-10485
7218.88,-10484.1
7217.04,-10483.2
7215.21,-10482.3
7213.38,-10481.4
7211.57,-10480.5
7209.76,-10479.6
7207.97,-10478.8
7206.18,-10478
7204.4,-10477.2
7202.63,-10476.4
7200.87,-10475.6
7199.12,-10474.9
7197.38,-10474.1
7195.65,-10473.4
7193.93,-10472.7
7192.23,-10472
7190.53,-10471.4
7188.84,-10470.7
7187.17,-10470.1
7185.5,-10469.4
7183.85,-10468.8
7182.21,-10468.2
7180.58,-10467.7
7178.86,-10466.9
7177.16,-10466.1
7175.46,-10465.3
7173.77,-10464.5
7172.1,-10463.8
7170.43,-10463
7168.78,-10462.3
7167.14,-10461.6
7165.51,-10460.8
7163.89,-10460.1
7162.28,-10459.4
7160.68,-10458.8
7159.1,-10458.1
7157.53,-10457.4
7155.96,-10456.8
7154.42,-10456.1
7152.88,-10455.5
7151.36,-10454.9
7149.84,-10454.3
7148.35,-10453.6
7146.86,-10453
7145.38,-10452.5
7143.92,-10451.9
7142.48,-10451.3
7141.04,-10450.7
7139.62,-10450.2
10605,-10449.6
10603.6,-10449.1
10602.2,-10448.6
10600.8,-10448
10599.5,-10447.5
10598.2,-10447
10596.8,-10446.5
10595.5,-10446
10594.2,-10445.5
10592.9,-10445.1
10591.6,-10444.6
10590.4,-10444.1
9060.78,-10443.6
9059.55,-10443.2
9058.33,-10442.7
9057.12,-10442.3
9055.92,-10441.8
9054.74,-10441.4
9053.57,-10441
9052.42,-10440.5
9051.28,-10440.1
9050.16,-10439.7
9049.05,-10439.3
9047.95,-10438.9
9046.87,-10438.4
9045.85,-10438
9044.84,-10437.6
9043.84,-10437.2
9042.86,-10436.8
9041.9,-10436.4
9040.95,-10436
9040.02,-10435.6
9039.1,-10435.2
9038.2,-10434.8
9037.32,-10434.4
9036.45,-10434
9035.57,-10433.6
9034.71,-10433.2
9033.86,-10432.8
9033.03,-10432.4
9032.22,-10432
9031.42,-10431.6
9030.64,-10431.3
9029.87,-10430.9
9029.12,-10430.5
9028.38,-10430.1
9027.66,-10429.7
9026.95,-10429.3
9026.26,-10428.9
9025.49,-10429.5
9024.74,-10430
9023.89,-10430.1
9023.05,-10430.2
9022.23,-10430.4
9021.42,-10430.5
9020.62,-10430.7
9019.83,-10430.8
9019.05,-10431
9018.29,-10431.2
9017.54,-10431.3
9016.8,-10431.5
9016.08,-10431.6
9015.36,-10431.8
9014.66,-10432
9013.97,-10432.1
9013.7,-10433.1
9013.45,-10434.1
9013.22,-10435.1
9013,-10436.2
9012.8,-10437.2
9012.61,-10438.2
9012.44,-10439.3
9012.29,-10440.3
9012.16,-10441.4
9012.04,-10442.5
9011.93,-10443.6
9011.85,-10444.6
9011.78,-10445.7
9011.73,-10446.9
9011.69,-10448
9011.67,-10449.1
9011.66,-10450.2
9011.67,-10451.4
9011.72,-10452.5
9011.77,-10453.7
9011.84,-10454.9
9011.93,-10456.1
9012.03,-10457.2
9012.15,-10458.4
9012.28,-10459.6
9012.42,-10460.9
9012.58,-10462.1
9012.76,-10463.3
9012.95,-10464.6
9013.15,-10465.8
9013.37,-10467.1
9013.6,-10468.3
9013.85,-10469.6
9014.11,-10470.9
9014.38,-10472.2
9014.67,-10473.5
9014.98,-10474.8
9015.29,-10476.1
9015.63,-10477.4
9015.97,-10478.8
9016.33,-10480.1
9016.7,-10481.5
9017.09,-10482.8
9017.49,-10484.2
9017.9,-10485.6
9018.33,-10487
9018.76,-10488.4
9019.22,-10489.8
